origin_warehouse,destination_store,product,truck_identifier,shipment_date,on_time,product_quantity,driver_identifier
22298fbf-ab82-48d5-86c2-319e4a447965,75810a9f-2e18-4392-a347-cf204dcd920f,body wash,42343192216,2020-12-06,False,18,59702008833
18b51a87-b7c1-4de6-9b53-48cfc08fa94d,1f5d70db-e059-45b9-b449-915dabf561d9,cell phones,62642462777,2019-04-30,True,73,26177977892
a9dd3bc4-b20a-472c-b2ae-4fad96951361,7e194287-b48c-4abf-ae7c-69d8d98bb226,windows,85864914237,2016-04-27,False,95,63263707870
f51deccb-999c-4325-af4e-7a2e33b18589,5cbce939-1475-4b33-b010-d1887de9b4ad,carniverous plants,75072389529,2016-03-22,False,98,28991372228
07de523e-00ef-4238-9aec-0c59a29f8de2,5e974384-9137-47f8-9015-31f620f8b196,pillows,23550376171,2018-12-25,True,23,33631138731
fffceed2-82ef-4bbc-bb1b-c32a8fdbd167,8bace258-a1c8-4fd3-82ea-b7bac73d891b,books,55347069746,2016-09-10,True,29,23377841465
a4ff1300-cdba-411d-a64b-aae555b8cc82,c34ca136-abbc-453c-aacb-e623493b6c0a,fruit,87908162608,2020-01-16,False,76,80034236132
dd6f4366-a22d-4d47-99f0-5184f910cb4b,463e9d67-0c5d-4ec5-83e5-e3c38a844526,aquariums,31627304706,2019-07-14,False,16,85209202145
710f404e-a9ee-411c-be3a-62ded5cc1514,52823cd8-c368-446d-987a-594d542be00b,candles,66143382317,2021-04-21,False,32,21077933972
cead59ed-d675-4119-acef-48dd5687228b,37903965-b056-41d2-b759-97dc55c89fdc,tires,80344543064,2021-05-14,True,71,10162921571
1b5ed0c8-ce66-4b22-8188-3ffec5966dad,d6b33abf-54cb-4686-9432-8955d07b0cc7,furniture,53289009790,2021-04-14,True,100,82671052566
9297238e-bb1d-45fb-9c9a-d546dd9cce8e,45738a40-0174-4746-b9be-d06af47dedbc,grills,63524463936,2017-09-12,False,86,77429919136
366fcc89-932f-4733-8fe4-8e7c8cb6acf5,c5a97efa-debc-48de-8794-ed77b290587b,board games,72073883776,2016-04-21,False,70,40141109442
a8253fa3-6162-4879-b200-e6f89c09ffdd,e1fe3d27-d72b-4148-b1d0-572259265c5a,hydroponic equipment,66308126340,2019-02-23,False,34,73722159824
7f514836-8380-4130-9e8b-020a8d1b3d26,475c1fcc-5d85-41b6-b328-6ba9888e142b,blankets,27385123877,2020-11-11,True,28,73460646568
18a05403-f20d-487b-80e4-2d3f350288fc,4e415a99-468f-4d55-a4df-5d2d3b12469a,bikes,69932901360,2017-03-05,False,67,29476515691
7da08e26-3095-4605-93da-240eda13a32a,2c6c2b43-7f20-40d7-b766-3f6f6d21e8a9,video games,44840268836,2017-10-08,True,20,50983788450
6939db5a-4a04-4e7a-af70-2939e0746a70,33b84a95-189e-41c0-ab66-327876867277,sewing machines,45635237070,2017-05-06,True,11,68605836150
8fd85b21-668d-4e9c-8e1f-639a318544aa,b0faeecc-5792-4b5a-95e4-499fe0569b02,hats,84662096257,2016-10-15,True,77,80012863713
2c9e0172-18af-4f24-b2b9-4c65f180d3a8,1d3c2d24-1683-4e17-a3b5-19512f2a1b99,deoderant,18209866799,2018-03-24,True,86,39035226658
c8731427-1bb9-4944-820e-51de42e67c1c,19c9c2dc-f632-4960-902b-e46457036670,paint,22040271244,2020-09-21,False,44,83893430407
c38d41b8-2acc-47e3-bc01-c031fe136484,1475f21e-2caa-4bbd-8d7c-6998b999cb40,aquariums,70515742868,2016-03-05,False,42,22552474885
83a08985-e878-49c7-9344-62d33cf3505a,09fbd811-8fdc-4e62-b4f9-70c18f9a7359,fishing poles,30335341165,2016-04-01,False,97,85593134602
9be4885a-de8f-4eee-be0f-b88f089aa679,44e6b0b7-fb93-4ec8-853c-49fd46f2966b,pets,73691949967,2020-12-02,True,23,70187501070
d928328a-311d-4b5e-9a94-4c76ccf8da86,b68f60c9-dbea-4fe8-bc0b-71d329864e3a,yoga mats,64986711278,2016-07-21,True,93,63699650576
b1c1dc7d-db70-4233-8cce-cbe849dce8a0,92f7972b-04c1-440a-9bc4-650d8a199cfc,blankets,43541921152,2016-10-25,False,29,52844763212
