origin_warehouse,destination_store,product,truck_identifier,shipment_date,on_time,product_quantity,driver_identifier
6400531b-aa09-47a0-9c59-70f575801fcf,f1b9ff64-a685-46f6-b434-03d3b5b8d2af,bikes,59038485940,2016-11-21,False,19,45487227329
e941c086-e8f0-41f2-afa8-b625fd226be1,4b8c13b0-20e6-4244-9d6b-4e2235bfdb3f,board games,71404850049,2016-08-16,True,91,76133678611
6867962c-648b-4c72-8e87-6ab7154e97e3,b0628194-3e45-4fb8-861c-e5d668c68398,lotion,31732254903,2019-09-13,True,48,84896345245
1272a40d-a290-4cca-9a59-aafff9664850,1e8412b4-49ca-4c06-91d0-90b67fc2826a,body wash,56431403114,2017-04-14,False,96,39163194382
a77e3e42-7e73-408f-aa49-3519e5acedbc,122be800-f723-45db-bf80-b1994fbdc548,balloons,71147640605,2016-07-06,True,10,57720799832
bdca6a08-73ee-44d9-8750-9b611f83d020,08fb5c92-bf21-44f4-8ff7-08be86e57760,animal masks,29985195378,2021-02-18,True,18,31683446007
f5f986ad-901e-4024-99e8-29a9878d4284,3faa4fca-6600-4571-9021-4d30e4d63079,aquariums,14347388362,2019-09-19,True,19,79629923601
129360e9-8580-4e1f-9920-7acedfae4216,542fe6a7-6586-4d7c-8c8d-64757b7d6838,pillows,73601852666,2018-03-28,True,78,51348581273
b7587a8c-7a3a-402d-8a1b-e50d4be9fe29,b5386876-1694-4c85-b9f5-2123f4f421ec,electrical supplies,24269261963,2016-02-26,True,37,58772836185
73c920b9-f598-4f55-aac1-a5e1638e67ae,413a96ad-897a-46f8-8382-2b345636d4e5,alternators,71323895974,2018-06-01,True,17,37720056966
4163f468-4f3a-4ff3-9388-fe04dfc6f35d,f7c67c4c-ca06-4e49-ae8a-19c1f62e24d1,fabric,32793809015,2021-06-05,True,35,17641389199
48a7ae0c-6c5d-4f31-abd9-4a02d349da94,11284532-8a80-4425-a525-f036294d8a5a,candles,47195637880,2021-02-24,True,99,51855183448
29e7df54-9308-4de1-9aaf-a72f6084745a,2bb5a963-4a71-415d-9586-fcfd24bfab2d,alternators,35736956537,2019-03-20,True,67,28493620112
44481f12-49e9-4e03-8440-f8de46dbd5ce,5ab5ccb2-0847-4226-a60c-353815752bb7,fishing poles,22245600525,2020-07-14,True,78,16306515752
44172618-47f8-48ac-9605-7a29c059ef3b,806129e3-c772-4054-b2fb-fd059103c3e9,trampolines,42103514465,2020-08-12,True,34,48254090214
71b9f360-0857-4a24-8a81-1bd4de424594,117539e9-59de-4e36-8045-3ccda9d08f36,furniture,68334786828,2019-12-14,True,98,71025640130
7a6b80ee-6d22-42e1-b6ec-a39f07df5a30,d5ae5c64-6e3e-4215-82c7-8803c8fcd27e,pencil sharpeners,28187822442,2017-08-15,True,77,36459747237
a4dd31c3-3403-48da-afb0-c23889decbfb,caf768b2-9585-4804-809f-f4f046f471be,windows,17523676313,2020-04-29,True,69,73839069617
8996d030-c8ce-4a6e-9afa-b33aea5b3693,83693d29-d619-4f02-9c8d-591d2bda0bca,board games,13190573251,2016-11-05,False,85,51825529785
4ef91065-17ce-44f8-8d38-24ce626dccee,8a97379f-1f57-4cae-ba2f-ba3960c19b9c,magazines,30998101857,2019-07-04,True,18,79117174432
c5fa935f-defa-4657-9795-edaf5e0dcee5,6748d52f-15a3-4d1b-968c-07b5fd1d3962,video games,42750506646,2016-12-26,False,35,65220790168
8fa36b7c-e3f9-4003-bb17-147aa5e88620,0eb65a9e-2e96-4ae5-aded-0f6936c66fa5,books,85548261683,2019-10-28,False,81,30007580953
6368e021-e24b-43f0-9949-deabfd01691b,b73d5633-6980-4629-8277-37af5063f20c,pets,56413200153,2018-06-17,False,19,70880637042
05483a3b-4e19-4d6d-9413-17b2a04c417e,c16e5624-7056-4435-80c4-a637c5d693f3,kitchen reovation supplies,89435696185,2017-09-11,True,85,12519460187
8e189a41-684e-4ff2-885c-60a9f893597b,f2476962-d97f-4c71-a9c3-26678991455b,laptops,14560504139,2017-10-09,False,14,25869190577
e70591ad-d5f2-49e9-8274-3adaf156d7ff,4478575c-19a7-48b6-80af-f0477398e2b2,windows,89106007482,2018-07-26,True,65,74608908693
dea592a7-9a44-4de9-930d-5899ce250d1b,23611f3f-2df7-4220-be0a-1c235203e5c9,board games,46093691640,2019-11-09,False,74,78336115463
566c950b-f7c3-4b2c-8d0f-d87c8069b310,0ada61dc-79f0-4556-ba26-525e1cc10384,grills,25929592155,2017-03-18,False,98,74911677572
d2d5e05c-4ebc-43a4-acaa-96dc258ba978,53037ec6-b117-4a13-8f50-01ad0310089c,hats,73046559747,2016-03-23,True,77,31487002158
ebfd6ccf-a8dd-4e62-b898-7dd0b50b3fd8,da63227d-57a9-40ad-ac51-5a4bfb8c988f,carniverous plants,74054748342,2019-12-22,True,10,55771916876
affb60bc-1bde-4db4-b254-897264224662,b630e8cb-4c48-4172-b314-f60d5ea7bd0c,coffee,15468642647,2021-05-30,False,45,39966839419
c3ebf0b8-7f5a-4ef4-88aa-798bfb1d94d8,95136e69-53a0-4a45-aa4a-c82318a1d794,kitchen reovation supplies,62203799154,2016-02-20,False,90,27652169419
42268b2c-b82e-47b2-8440-f20a288833ff,a0fcd212-7c0f-41c8-989a-90360c1929ad,yoga mats,84144743107,2019-12-02,False,95,68823657995
14610c0f-a199-48a9-942c-278f4be1859f,52e599e2-109e-4670-92b5-1b962f0b5f6c,body wash,47596894214,2016-07-22,True,61,76238287942
7669d0cb-314a-4cff-96f3-9718abc11c24,e774ea40-0075-44fc-aaa1-5c99f74bd2b1,alternators,77268723456,2017-02-08,False,21,75491357709
a6a915c1-5d0f-4719-a049-61dfa0daa6c0,dcc093c0-d300-4ad7-9660-619f6bf09f92,toys,14927503869,2016-06-28,True,23,43295212338
bb681431-0f1d-4f52-ba33-e2ecac225736,ec361d8e-ab28-4253-b110-3bcf18b4ad77,shoes,66380026214,2019-03-04,True,73,57298871609
963b84dc-3ad7-4f51-8456-f1c469111c1a,72fcaa2f-1605-4d6c-ac33-96e32530bcbd,fruit,45342525523,2019-12-16,False,56,34192264696
683f2995-d1e9-4872-b5d1-727849d5f0b0,63a4fce9-8086-4e84-84cb-462a9e97a517,candles,58352686939,2017-01-13,True,64,28497243467
45e3301e-b821-429a-986e-198561c78973,d89bf761-0d5e-4edc-afbf-bf2adc1874f4,paint,86853085811,2018-10-27,True,31,13142395352
0974c09b-b60d-4d46-964c-f39efe7a21a6,c4ab1904-323b-4714-a266-c63fadb34a70,trampolines,70363678383,2020-05-18,True,87,53545594025
7bc82e32-70b2-423e-bb10-481343cdf27a,8db2c852-b553-45fb-ac8d-e0c19868f9dd,paint,33412691603,2017-04-06,True,45,13827853493
db6d4bc5-ed63-4cf1-999d-67e7ee18e200,544ef4eb-e5d0-4b9d-b510-ea4c6cb3ee31,furniture,82501486619,2019-11-26,True,99,53399027239
ddd4380b-4a37-4b81-b95f-e022e136d936,20077815-2f8f-4a97-96b3-8d508d27f106,skis,38316050131,2017-11-01,False,91,77684061557
552a79ad-8d0d-411b-93de-88abd9d3bf71,9c2a5acb-9a7c-4d8c-b5e4-2ac01e1348cb,toys,37675674861,2018-11-01,False,87,29156532527
6f999004-4efc-4a29-8465-549586780d4a,d78d8f69-43a5-443e-8360-b5a3ee464ce3,skis,83380815377,2018-04-03,False,59,12125947242
10c88385-c74b-4ab7-9332-6f975ca15a52,e708c2bd-f33e-4dd0-a0dd-3eda4e622078,magazines,50395832470,2017-05-02,False,62,33182421579
f4856a0e-4854-403c-b34e-4d98bd032c89,4982f444-db4b-446b-83ec-c973cf752cb5,baby food,89518505052,2017-07-29,False,88,83224750535
13a7ecd1-023c-4084-80c0-514e4900d065,16e875f2-31c3-4fb5-858a-1acafded7346,grills,60771484115,2016-03-20,True,13,56220190784
a2186b24-de2a-4f0d-9c1c-236679781003,9e50e8ad-1261-4b3d-aad3-4fa16428ddcd,snacks,40537078951,2017-04-03,True,27,30995804131
a9893ac9-0d3f-477f-8fd1-895e42eb3d69,355e775e-1d18-47ad-8152-377a3b560305,trampolines,15617812055,2019-08-01,True,95,47308759376
16ebd0b1-9bdb-4423-8366-c694aede7f3c,e10f9b32-7a9e-4648-935f-0d6822c786e7,pillows,12459340337,2020-11-18,False,55,71895810580
3d9e0fd8-b560-4c67-ba3b-ffd161fee121,9e5edb3d-8ff6-48d8-8543-551fbeb30392,pencil sharpeners,40025191854,2017-12-19,True,86,68748333052
6dcacc8a-449f-4d26-a174-560cff591e47,fcd89ebf-1c28-4b77-b6a6-54ae5db006c6,trampolines,69856999091,2020-01-20,True,57,62933203754
8e9d50cd-8509-4d83-b334-886ff46ab7ce,6e2f10ca-c4bc-4fa1-9f3f-4bde49295307,toys,86619930825,2016-08-06,True,52,86487932559
15075ac1-abdd-4e51-bc04-b60f857433b7,a33f4859-6da9-4e3c-868a-d489888290d3,grills,70172027782,2016-08-25,False,33,19590368325
7aa26af9-55da-4547-ab83-0392fafe015f,a4e4c7b1-86a8-4a41-bfc9-21c3788ab377,animal masks,12327812328,2020-01-11,False,50,77199045181
6d4d88fc-8ce1-44c7-9d63-e3bb8f14d77f,1f662ec7-4d22-448f-af2d-0d12a9b240ef,motor oil,46599654137,2017-10-19,False,50,15090219440
a7416511-99b7-42cb-853b-57679badf8f8,9ea232d9-610c-45d0-ae55-1ae54f5f1c9e,electrical supplies,10792957527,2018-09-23,False,12,53829686119
28e9a3b7-f350-4204-be4a-7474a24534a2,4222e48a-65c6-41ca-9883-521d0503a0db,yoga mats,38047022327,2020-05-02,False,82,63902042779
b297166c-65fb-4e93-86d6-5281271ccf96,6a260870-ec4b-41c8-b732-e622e775d662,candles,10996025119,2017-09-22,False,59,39448984022
093abea2-1b5c-4ddf-be08-72c3f63e4907,688bdfe0-14a8-408c-9d7a-770605fafe34,hats,81883953465,2016-02-27,True,11,78979992653
e58bda0c-10ae-416b-8bb0-94c49fcbba8f,f6596a61-ef9a-4a03-abce-3bcf283bc5db,fruit,26950218095,2021-02-03,False,72,71479437090
77d89d25-5e87-401d-b08f-d8386d430d33,539a6593-efde-43fe-b4a4-8827cef3c338,yoga mats,81882289667,2020-02-15,True,10,41516588717
50b6b313-4296-48f7-9e46-de453a2932b7,7037d045-637f-4b62-b0ce-10df38729a63,clothes,47075752653,2018-09-13,True,21,34793710110
aee89ea1-2f57-4abe-82a0-059047a4551f,03b8e965-eadd-48f3-b4fa-1c56dae9c22b,furniture,38967370781,2016-07-23,True,11,26853501229
9eeefcde-0325-4c77-82b9-089bc62c6cf8,f739b2f9-2ead-48d3-a197-3b4e9248df04,snakes,18082077454,2020-09-26,True,10,74474536718
2c8394f7-4959-4637-bb5a-96cf41fa374f,b894d0e1-dfa9-41f4-82fb-178070a88eaa,yoga mats,46472608275,2018-02-12,False,71,73649619558
9ae49d26-4ea6-4f79-bdff-6f4cca98ac0c,23cee950-0d17-4be2-8f05-b96135d70e88,fruit,13405744849,2020-03-11,True,12,63794444057
b3d0df33-b83c-4457-bcc3-9c66a7c40cb4,3de6428c-7b3e-4c62-8571-42e9c7dff1ad,dvds,35557724374,2020-02-24,False,36,48966652637
a9f39054-8119-4a85-acd7-c1b15f5d6c29,4976234a-16c7-40ca-9aac-d5ef1952e45e,baby food,84014008547,2019-07-23,True,89,80658077305
d0f5bd3e-dd41-4c03-ac2d-b3a54dccf1a6,f7ba21f1-65ce-4e4f-ae6c-7cad31689168,patio chairs,56438769039,2018-04-28,False,79,17332478851
cb24f61c-12d7-4985-9a8d-c0117fb314cb,191cea86-785b-4a56-8733-e6c566a9056a,grills,74417574509,2018-08-17,True,88,67546126592
e770a386-1bfe-4f21-8455-fe85359f61d1,31288659-2e67-46fc-8989-ec1a94dc089d,electrical supplies,37753751237,2020-01-13,False,82,48970501566
3f09187e-3705-4a3d-a344-30640e9563ac,3952a3b6-9b58-44dd-8c50-155d54455047,skis,70644467433,2019-11-16,True,67,55973110479
e7b896de-c137-4b67-9fff-0dcbc0827b0c,7af1d0a5-4cb5-4943-be6f-9f8504ec6fb7,fishing poles,13405329280,2020-03-25,False,27,62345183248
4aef8fc7-4ec6-4998-9f75-898acd01e31c,5eb1dd13-cb1e-4d43-bd72-ab0205cb5726,trampolines,26728320197,2017-01-23,False,48,14290624935
fc0800ef-8e84-4da5-8c1d-89fb00c66c59,821dd4f5-2939-4f72-9fbd-49577211c966,video games,75597389035,2019-09-13,True,96,27019834294
6344e31b-68b5-4eda-8fe3-a75f3d4e1629,7e90e6ce-3d94-4aad-a6fe-e6348fca533d,snakes,59832718372,2016-05-17,False,64,12304333040
8aea53cf-d7e3-454c-93ab-aac62aebf18e,b7d51c1b-ac6b-4652-a628-10090d8e63c2,skis,84233221424,2017-01-12,False,50,39931134491
6ce92a55-3115-4707-957c-37e8b01ef95a,d3286ad2-4403-4952-8561-34a9ca3395ef,sewing machines,89930497068,2020-12-23,False,17,58139933206
c2e02233-c5c3-45c8-84e5-604fbbcc92ae,4ab76357-0c07-4b2b-8d5d-798c5ae5f715,skis,78148470026,2018-08-10,False,20,23545683708
894c2c96-48d5-4b28-95cc-1618dbcc63c8,ebe00612-da7f-479c-aae5-c9ccb2833fab,shoes,43537058692,2019-11-29,True,34,56477995246
d9868a5f-0ef9-409e-8d84-40cb64b92af5,a8a23e1b-37c3-4ec6-804e-405d193022a0,hats,14690199435,2016-07-21,False,61,68154034435
0d8a9c6c-fb1b-4fc2-a625-7c2752425d5d,0b52bafe-3628-4cab-bba0-4474ae0aa139,camping equipment,30138984477,2016-12-16,False,61,17816604639
615c0e56-3272-47a2-a80c-c85ee3ccf097,1a5db386-2818-44c7-a57b-c2b37c85f5ff,grills,15254174978,2020-01-17,False,80,17496117519
e9e1005d-7504-4a78-a7f4-2fa31ca30eb3,638a09f4-48a3-4acc-bc39-a85c7ca6b0b1,hats,22572871996,2021-02-04,True,63,37489559020
cd29e778-5f18-4803-a96e-b9d1bab87355,2372d0e9-89e3-4ecc-911f-394e4e9102a9,fishing poles,27160777293,2019-11-18,True,41,61183567001
e54a3914-0e92-4d2d-80e9-378245d30b85,00ec2c28-07bb-471d-b721-c95446e51f52,animal masks,76470190250,2021-03-13,False,31,69925113645
96f5e441-c1bc-4d0f-861e-a46d6ad144e1,21e4781c-21db-49dc-b9df-f2b2ce2d4049,coffee,36789625284,2016-09-09,False,45,16074988603
4d952785-7eb6-4511-a618-faf3b9d6f1d6,017a6aa7-61ec-494a-bd7a-d325dc9c2778,hydroponic equipment,12569353653,2020-01-03,True,55,80648038767
ae89cae3-9257-41a7-9b8a-ec48b65b51f3,c6904c72-15dd-406f-825a-bf03ff35a190,hats,79059509799,2019-06-19,False,10,38493465487
68a15bd5-7418-44cf-8d2e-ae376f667151,1c848410-07d6-4cde-a62c-05361ab7f7ec,laptops,54692376048,2016-11-02,False,64,17275154261
9983e38b-a49a-4c90-9804-9e836cbc999b,ea8290b8-ef52-4905-886f-21307e7f7483,snacks,57336344187,2020-08-17,False,49,55459690189
7ed6abdb-f8ee-4a34-82d8-4fe1e7ff8476,4d725258-5c68-494d-8b86-f8bea7b4caea,electrical supplies,69002278165,2018-07-29,True,50,45257982631
9ca15f5c-fa14-481b-bcb1-b7c75a501800,3c8c729e-d3f2-469b-ae3b-50e7e84d277d,lotion,54225880922,2016-02-25,True,71,61997727388
05cae357-c2e9-4156-9f5d-645cf5938eae,7969b9ed-db64-49c9-8cfa-772cc681c19d,hydroponic equipment,28634270015,2021-06-12,True,68,38782602361
e73e758a-4ded-4de7-bb78-e848ad370501,f40a5c21-5803-4e40-be96-f1c1c93d6124,cell phones,72960155042,2020-06-06,False,78,34467160073
85dd0073-b6ba-4d57-a6df-e29d8a1d1efd,a642bc9d-ac4c-46c5-9aae-a3ceae2c06d0,sewing machines,63768580900,2018-06-14,True,89,16854871156
0d905c4e-ea61-4534-b18b-1cb82bc28f24,668f4801-66a5-4296-81f0-34b70e8cf63e,motor oil,43694599084,2021-06-30,True,96,42192974099
907677c2-0126-4061-9b01-9ebf22f2ba68,faf78774-f54f-4c36-b353-0e1d1a8afa75,electrical supplies,58175216005,2019-10-28,True,70,13816869470
b0ffaae4-5349-4617-b1da-049673540ab4,1931367a-513a-4bbc-9cc0-5a78705fe5e1,cell phones,26612568221,2019-11-03,True,83,25470003104
7279c965-91a5-4c2f-b656-1532fdb2d56e,721b109b-bd51-41d1-a40a-5cabb1391d76,bikes,34302123240,2021-05-13,False,58,85222352255
04aa69f8-9e33-4f8e-9ae8-bf1e3b79e9bb,c3f3746a-c16a-4cc2-8021-aa2b4bf8c6e7,camping equipment,59345828305,2019-09-08,True,63,35598802616
fba2206f-de37-499c-ac51-87d1570af26f,1043db67-d3e3-4823-9102-8d9f8ae96bc4,snacks,63433466376,2021-06-25,True,73,80891794495
473ca1dd-f677-4f12-90b4-84bf5ea61f86,a29bcf03-a670-4abb-8bd5-2e5628b000e0,dvds,79062104275,2017-02-14,True,36,82889472100
55c6dee6-2990-4bdc-a1fd-39bed7a270e2,9f49dd7b-34af-4d96-b49f-62f7046a7635,fabric,37272789218,2019-03-10,True,98,65785740240
0fc3f68e-c429-44aa-a391-d6f2b5cdae77,510cc3c7-5f09-45f4-bb6a-7319cb226f27,body wash,61262426986,2020-12-07,True,40,64988663553
e82d1930-78d7-4c36-ab05-22a35155ecbc,28d911f9-7ba6-4487-9b4e-d4c23225c18a,magazines,28417299131,2016-05-27,False,23,53081528403
44b9f52b-22f1-41c1-981b-7d0f5e18e9c5,deff20d8-6b68-43e8-9168-ad272f7e309c,animal masks,45603090645,2017-06-15,True,22,44292274833
f332911b-77ff-4a4f-b3ce-5863ec1eb689,c1f82249-6a8b-4c0b-8546-1c62787540f3,toys,60080086881,2017-03-29,True,33,14461876525
3e6ec308-0c18-4119-8aaa-20e5a32acef6,66b02b9b-e6a6-4601-9439-0aa787c382a0,candles,34738117275,2020-09-01,False,54,82958761029
1e753cef-e61b-4f6d-b582-7aec9bff3172,c9d4f96c-ece4-47e0-b782-63c1e074410d,camping equipment,25534492042,2018-10-14,False,57,71550934717
f987cd9a-3c8b-4155-b8a6-2d59b9116366,c064c3a5-ab1c-4ad4-9b58-63760748c6d8,alternators,65096916049,2017-09-20,False,17,19862849011
086670b3-8283-402f-89d2-c5410a0f07bc,25ea1101-9e94-4f2a-9ee9-07ed3c1230bf,baby food,73487551420,2020-01-09,False,80,58393605319
70b29023-a039-40c4-b958-7808f010eb4d,860e7b0a-5d25-4e2f-b410-bd53e511b34e,furniture,71949371684,2019-09-23,True,11,23487928529
b9c35433-38e0-40c3-ac13-0ad5140f1b8d,dedc768e-afc2-4221-9f9a-e14b3fb5a85f,books,17802407089,2019-08-13,True,87,89394155562
5c3d3698-6401-44b4-9f37-4f1f30c8b31a,6160372d-5ef8-42c1-b1f4-3dab6598c67f,camping equipment,40844358727,2020-02-04,False,80,56575163935
c647e7f6-2a26-4dd1-a9b5-25bfbac7f53d,0bf62d42-1208-4d2c-9f66-a2f782b742da,candles,11319185207,2017-10-24,False,28,25701054955
2b31c848-6486-4fc6-9f1b-8bb9145f6dcb,08c98b04-cbad-4e05-81eb-8440e0bd0a45,furniture,60908645497,2020-04-16,False,93,81861511275
5ff86389-1be0-40cc-9912-fe6f09f61974,55026dd0-768a-40d7-950b-3d36e64e3377,laptops,27413834391,2018-12-23,False,77,88508548822
b224d763-d085-497b-ba4c-88bd6b882545,3bfba2cd-69f7-45d6-9289-5360ecd98365,pets,82846149396,2020-04-30,False,34,37667995383
5297a3ac-acbe-4a69-8c1a-5150bb900038,cfaed8d5-e396-41a5-9fc9-2dc5b4a16ed5,fabric,88208235165,2020-08-09,True,17,89056736382
c5cf21dc-ee72-42de-8e56-fbe9ab6a8a21,acbe90de-7b7a-4555-b5e8-85372980b034,pinatas,77099853061,2017-02-26,True,43,39272142112
430b43fb-9d3a-4a7e-a09d-2df41f14c2b5,b3ae6adf-c1fb-46dc-8fd3-ffc67be0a8fb,alternators,29742084010,2016-08-07,True,14,38950131551
bcfbff72-224e-442e-8eec-9aeef091960e,88aa6559-d9fb-47c2-8b33-9ac64c5bcf71,pinatas,85950292408,2021-04-24,False,60,36962435609
a1b1e7d1-15d1-44c9-8b30-95b81b25075d,15efd914-2e9c-447a-84a4-4eddf860818e,toys,30881185686,2018-07-04,False,10,23749645880
8c9c0f12-c658-4623-ad69-e46b1068c17b,95a9fcdf-3cce-4a20-83e1-d9497eca1357,candles,27749134632,2016-06-24,False,39,43901049964
b2012e48-d6ae-4de7-9276-26c3e673af5f,4475a0f4-04b1-4460-bf27-f66d326288c6,snakes,44076304501,2017-03-11,True,31,32234762651
532b2c8f-aa19-4311-b0ae-cdb4b5d7ac73,74e3b381-5bcb-4f42-a8f8-cea67aaca987,bikes,12330608206,2020-03-01,False,14,36881571121
f9f571ae-34fa-482b-8a20-ffd707791bf1,bfcbd859-f38b-4e76-bae7-275081690a2b,dvds,87868632548,2020-04-22,True,30,62051297470
3f58b44d-8e58-441d-905a-fe579e6bdbff,67a44935-f8fb-4572-bc2c-8707ae52ba6a,fabric,39189758781,2020-07-29,False,15,70362815748
539d1fa0-ba57-4fd7-b8aa-93dd5e81fb72,b6fc442b-a42d-43f5-9260-b0ea8a7ea3cb,carniverous plants,31524300387,2020-10-18,True,43,30745624369
c30fde2d-5450-4a20-9813-78e54681ac55,ef09c6b6-1dda-453c-9f19-9a6942095675,coffee,87041736004,2019-05-30,True,50,60714019987
e6122247-b4d2-4c2c-8af8-773945e9142c,1bcac7e6-85d1-4721-82ac-4b40dd8acc23,pillows,37611016481,2021-05-03,False,83,74885427113
8200bb77-7b9a-47d1-9941-1701be849ad5,e3bc9165-ef55-48ee-9789-299b419563b6,pillows,27584665863,2018-02-22,False,100,69848674122
f237da9a-e135-4a1a-8115-08352e4e1c05,05650efd-6a39-4e3a-83b2-c335d3705edf,skis,22158742030,2020-01-04,True,56,51886155721
d46f3302-8f3a-4181-a860-01514c3342e2,65e54fa6-e373-4f4a-af33-c4ce60443276,balloons,82235479258,2019-07-25,True,36,15707130067
b0f19616-0055-445c-b88f-2d6b374be1a3,5609abd2-029f-49f4-9e6c-f6229eb78585,tires,14246123841,2020-06-20,False,28,44169632753
d4f29ff8-3917-44e6-b330-7a664c4cb674,51644ec7-006f-4b49-bda5-697b7c92eb0c,tires,39884972574,2018-02-04,True,52,13539500569
bafa8716-ba4a-42df-8b6d-345f576d9107,ccbc40f7-bc12-4824-baa3-674a0e9e7a57,calculators,42650470749,2016-08-17,True,47,77413610492
5d49eb90-b83d-41a3-a5cb-9522c2f02b11,799a13bc-2925-4c8b-ad6c-5c220f9eb8e4,lotion,89344159603,2020-12-29,True,95,47295296005
